kind,date,start_time,end_time,time_range,room,session_type,duration,title,description,speakers,speaker_jobs,speaker_orgs,url
live_session,2026-01-29,10:30,10:50,10:30 – 10:50,Théâtre 1,,,L’évaluation couplée à un référentiel de compétences,,Patrice BERTRAND,Directeur Associé,Experquiz,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/l%C3%A9valuation-coupl%C3%A9e-%C3%A0-un-r%C3%A9f%C3%A9rentiel-de-comp%C3%A9tences
live_session,2026-01-29,10:30,10:50,10:30 – 10:50,Théâtre 2,,,Knowledge Management et IA : faire de la connaissance un levier de performance,,Guillaume CALANDOT,Responsable de l’activité Conseil en Knowledge Management,TAKOMA,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/knowledge-management-et-ia-faire-de-la-connaissance-un-levier-de-performance
live_session,2026-01-29,10:30,10:50,10:30 – 10:50,Théâtre 3,,,Fraikin : Booster la Performance Commerciale avec le SMS Learning,,Fleur-Ève LE FOLL | Alain-François PIALA,Dirigeante Fondatrice | DRH,Anemon SMS Learning | FRAIKIN,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-anemon
live_session,2026-01-29,10:30,10:50,10:30 – 10:50,Théâtre 4,,,Transmission des compétences internes : donner de l’impact à l’expertise métier,,Sophie LAZARD | Mathilde ISTIN,CEO | Directrice,GLOWBL | ISTF,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-valence
live_session,2026-01-29,11:00,11:20,11:00 – 11:20,Théâtre 1,,,Comment les IA pédagogiques rendent enfin possible la mise en pratique en digital,,Florence ANDRÉ,Directrice du Développement,Teach Up,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-teach-up
live_session,2026-01-29,11:00,11:20,11:00 – 11:20,Théâtre 2,,,IA et Formation : Assez de promesses. Exigez des résultats.,,Fernando MARTIN,Team Lead - Solutions Consulting,Docebo,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/ia-et-formation-assez-de-promesses-exigez-des-r%C3%A9sultats
live_session,2026-01-29,11:00,11:20,11:00 – 11:20,Théâtre 3,,,De la formation à l'utilisation pluridisciplinaire : comment RTE a généralisé l'usage de la vidéo interne,,Camille HEITZ | Alain PARIS,Directrice Commerciale | Chef de projet collab et vidéo,UBICAST | RTE Réseau de Transport d'Electricité,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-ubicast
live_session,2026-01-29,11:00,11:20,11:00 – 11:20,Théâtre 4,,,L’apprentissage à l’ère de l’IA : De l’Infobésité à la maîtrise intelligente,,Mikael T,Director - Digital Adoption,Whatfix,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/lapprentissage-%C3%A0-l%C3%A8re-de-lia-de-linfob%C3%A9sit%C3%A9-%C3%A0-la-ma%C3%AEtrise-intelligente
conference,2026-01-29,11:30,11:55,11:30 – 11:55,Salle de conférences Berlin,Keynote,25 min,La fin du catalogue de formation tel que vous le connaissez.,"Les catalogues de formation sont devenus aussi fournis qu’une bibliothèque Netflix.Mais dans un monde où les compétences évoluent chaque semaine, la formation ne peut plus se consommer comme une liste ...",Jérôme BOSIO,Directeur Général,XOS,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/la-fin-du-catalogue-de-formation-tel-que-vous-le-connaissez
conference,2026-01-29,11:30,11:55,11:30 – 11:55,Salle de conférences Las Vegas,Keynote,25 min,Les Femmes et l'Investissement - Focus en EdTech sur la base du baromètre du financement BCG SISTA Décembre 2025,"Entre intelligence artificielle et nouvelles approches pédagogiques, la EdTech se réinvente et ouvre des perspectives inédites pour l’éducation. Ce secteur, où les femmes fondatrices sont particulière ...",Alexia REISS,Déléguée Générale,SISTA,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/les-femmes-et-linvestissement-focus-en-edtech-sur-la-base-du-barom%C3%A8tre-du-financement-bcg-sista-d%C3%A9cembre-2025
conference,2026-01-29,11:30,11:55,11:30 – 11:55,Salle de conférences Londres,,25 min,Pédagogie augmentée par l’IA : retour d’expérience sur une méthode concrète avec l’IPAG Business School,Description L’IPAG Business School dévoile sa méthodologie de conception pédagogique intégrant une Intelligence Artificielle spécialisée pour transformer l’expérience d’apprentissage. Elle y partage é ...,Arezou NASSERI | Thomas Hervouet-Kasmi,Cheffe de projet Digital Learning | Directeur du CADE-DELC,IPAG Business School | IPAG Business School,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/scalabilit%C3%A9-engagement-comment-dixeo-red%C3%A9finit-l%C3%A9cosyst%C3%A8me-ld-en-alliant-performance-et-dynamique-dapprentissage
conference,2026-01-29,11:30,11:55,11:30 – 11:55,Salle de conférences Paris,Étude de cas,25 min,Qu’est-ce qu’une bonne plateforme d’évaluation / d’examens ? Retour d'expérience de la Sorbonne,,Alban MOYEUX | Marc ALPÉROVITCH,Maître de conférences à l'Université Sorbonne Paris Nord | Président et Fondateur,Co-responsable du Master MQSE | Isograd,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/quest-ce-quune-bonne-plateforme-d%C3%A9valuation-/-dexamens-retour-dexp%C3%A9rience-de-la-sorbonne
live_session,2026-01-29,11:30,11:50,11:30 – 11:50,Théâtre 1,,,Un Tuteur IA pour chaque apprenant dans le monde !,,Alexandre LECT | Matthieu MASSE,Co-founder et CEO | Co-founder et CPTO,edtake | edtake,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/un-tuteur-ia-pour-chaque-apprenant-dans-le-monde-
live_session,2026-01-29,11:30,11:50,11:30 – 11:50,Théâtre 2,,,The Future of Learning in AI: Beyond Enhancement to Transformation,,Gregg COLLINS | Brandon DICKENS,"Chief Learning Scientist | Vice President, Advanced Solutions",NIIT | NIIT,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/the-future-of-learning-in-ai-beyond-enhancement-to-transformation
live_session,2026-01-29,11:30,11:50,11:30 – 11:50,Théâtre 3,,,My Green Training Box : le digital learning responsable,,Annabel LEVERT | Laurent DEDIEU,CEO | Directeur Développement,MY TRAINING BOX | MY TRAINING BOX,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/my-green-training-box-le-digital-learning-responsable
live_session,2026-01-29,11:30,11:50,11:30 – 11:50,Théâtre 4,,,"Former les dirigeants autrement : qualité, expérience et impact collectif",,Hélène CLÉMENT | Emmanuel BELLENGIER,Directrice Bpifrance Université | CEO,Bpifrance | Aptilink,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/former-les-dirigeants-autrement-qualit%C3%A9-exp%C3%A9rience-et-impact-collectif
conference,2026-01-29,12:00,12:25,12:00 – 12:25,Salle de conférences Berlin,,25 min,Le futur du learning: feedback boosté par IA Role-Play - retour d'expérience Philip Morris International,,,,,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/le-futur-du-learning-feedback-boost%C3%A9-par-ia-role-play-retour-dexp%C3%A9rience-philip-morris-international
conference,2026-01-29,12:00,12:25,12:00 – 12:25,Salle de conférences Las Vegas,Table ronde,25 min,Et si les grands groupes misaient davantage sur la formation Made In France ?,Pourquoi l’enjeu du Made in France dans les stratégies d’achat de formation et de valorisation de la filière edtech française est une nécessité en 2026 ? Comment cela va apporter des réponses robustes ...,Orianne LEDROIT | Arthur NÈGRE | Julie DROZ | Alexandre LECT,"Déléguée Générale | Directeur Relations Membre et Partenaires, CRO | Responsable Formation | Co-founder et CEO",EDTECH FRANCE | France Digitale | Bouygues Telecom | edtake,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/et-si-les-grands-groupes-misaient-davantage-sur-la-formation-made-in-france-
conference,2026-01-29,12:00,12:25,12:00 – 12:25,Salle de conférences Londres,Keynote,25 min,La méthode ‘appreciative enquiry’ et comment manager avec l’IA,Intégrer l’intelligence artificielle en entreprise ne se résume pas à une question de technologie ou d’éthique : c’est avant tout un enjeu humain et culturel. Les transformations technologiques réveil ...,Linda MOLKI,Entrepreneure et auteure,Soror’Ama,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/la-m%C3%A9thode-appreciative-enquiry-et-comment-manager-avec-lia
conference,2026-01-29,12:00,12:25,12:00 – 12:25,Salle de conférences Paris,Keynote,25 min,Réinventer la mise en pratique du feedback : l’expérience d’Alstom,"Comment faire passer le feedback du concept à l’action, à grande échelle ? Dans cette session, découvrez comment Alstom renforce la compétence Feedback de ses managers grâce à un parcours innovant int ...",Afia TAK | Juliette BOJANIC,Global Learning Innovation & Infrastructure Manager | Solutions Consultant Manager,Alstom | CrossKnowledge,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/r%C3%A9inventer-la-mise-en-pratique-du-feedback-lexp%C3%A9rience-dalstom
live_session,2026-01-29,12:00,12:20,12:00 – 12:20,Théâtre 1,,,Le TMS comme levier de transformation organisationnelle,,Régis ALVARO | Thomas BESSONNEAU,Account Executive | Head of Presales & CSM,Training Orchestra | Training Orchestra,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/le-tms-comme-levier-de-transformation-organisationnelle
live_session,2026-01-29,12:00,12:20,12:00 – 12:20,Théâtre 2,,,De la formation à l'impact : faire vivre les compétences au quotidien,,Valentine TOKOTO | Jean MIGALSKI,Chef de Projet | Customer Success Manager,E-Tipi Learning | E-Tipi Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/de-la-formation-%C3%A0-limpact-faire-vivre-les-comp%C3%A9tences-au-quotidien
live_session,2026-01-29,12:00,12:20,12:00 – 12:20,Théâtre 3,,,Relever le défi de la formation terrain à la relation client : retour d’expérience avec SNCF Voyageurs,,Laure HUTCHINGS | Audrey DESCAMPS,Directrice Associée | Cheffe de projet Simplicité Clients,KSIRI Learning | SNCF Voyageurs,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/relever-le-d%C3%A9fi-de-la-formation-terrain-%C3%A0-la-relation-client-retour-dexp%C3%A9rience-avec-sncf-voyageurs
live_session,2026-01-29,12:00,12:20,12:00 – 12:20,Théâtre 4,,,Manager à l’ère de l’IA : Le rôle du manager dans la transformation IA,,Simon CHATELAIN,Directeur du Pôle Humain & RSE,MyConnecting,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-myconnecting
conference,2026-01-29,12:30,13:00,12:30 – 13:00,Salle de conférences Berlin,Keynote,30 min,Quand la formation rencontre le leadership : vers une dynamique apprenante durable,"Former sans outiller les managers, c'est ignorer la moitié de l'équation. Trop de dispositifs s'essoufflent faute d'un relais managérial capable d'ancrer les apprentissages dans la durée. Cette confér ...",Elian CHREBOR,Fondateur Associé,E-Tipi Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/quand-la-formation-rencontre-le-leadership-vers-une-dynamique-apprenante-durable
conference,2026-01-29,12:30,13:00,12:30 – 13:00,Salle de conférences Las Vegas,Table ronde,30 min,Financer la croissance des EdTech B2B : entre incertitudes et opportunités,"Moins dépendantes des marchés publics, les edtech qui proposent des dispositifs de formation aux entreprises (corporate learning), doivent néanmoins composer avec un contexte économique instable : bud ...",Thibaut GUÉDOU | Ambroise BOISSONNET | Marie-Christine LEVET,Responsable sectoriel numérique | Director | Co-fondatrice,Bpifrance | Amala Partners | Educapital,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/financer-la-croissance-des-edtech-b2b-entre-incertitudes-et-opportunit%C3%A9s
conference,2026-01-29,12:30,13:00,12:30 – 13:00,Salle de conférences Londres,Atelier,30 min,Comment Qonto réinvente la formation avec l’IA,"Alors que l’IA transforme nos façons de travailler, Qonto en fait un moteur d’apprentissage. Dans cette session, Olivia Mella dévoile comment son équipe et Sana ont créé un écosystème de formation uni ...",Olivia MELLA | Cassandre BLANCHE-BARBAT,Lead Knowledge & Learning | People & Business Operations Manager,Qonto | Sana,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/comment-qonto-r%C3%A9invente-la-formation-avec-lia
conference,2026-01-29,12:30,13:00,12:30 – 13:00,Salle de conférences Paris,Étude de cas,30 min,Agir sur les compétences pour réussir la transformation : Témoignage du Groupe La Poste et apport du modèle 4B,"Robert Demory, Directeur du Développement Professionnel pour le Groupe la Poste viendra témoigner de la stratégie mise en place dans le groupe pour développer les compétences et rendre les collaborate ...",Anne LE HAMP | Olivier LAGRÉE | Robert DEMORY,Senior Account Manager | Talent Management Strategy Advisor | Directeur du Développement Professionnel et de l’Expérience Collaborateur,Cornerstone | Cornerstone | Groupe La Poste,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/agir-sur-les-comp%C3%A9tences-pour-r%C3%A9ussir-la-transformation-t%C3%A9moignage-du-groupe-la-poste-et-apport-du-mod%C3%A8le-4b
live_session,2026-01-29,12:30,12:50,12:30 – 12:50,Théâtre 1,,,Votre offre de formation mérite mieux qu’un simple catalogue,,Martin FEDERSPIL,Product Marketing Manager,Rise Up,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-rise-up
live_session,2026-01-29,12:30,12:50,12:30 – 12:50,Théâtre 2,,,Formations digitales accessibles : les bonnes pratiques à adopter dès maintenant,,Julien GEORGET,Innovation Consultant,Callimedia,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-bealink-1
live_session,2026-01-29,12:30,12:50,12:30 – 12:50,Théâtre 3,,,Quand le e-learning classique ne suffit pas : place au coach IA !,,Svetlana MEYER,"Responsable Scientifique, Phd",Didask,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-didask-1
live_session,2026-01-29,12:30,12:50,12:30 – 12:50,Théâtre 4,,,"Le manager, au cœur du développement des talents - et du sien",,Estelle GUYOT,Digital Learning Consultant,MindOnSite,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/le-manager-au-c%C5%93ur-du-d%C3%A9veloppement-des-talents-et-du-sien
live_session,2026-01-29,13:00,13:20,13:00 – 13:20,Théâtre 1,,,3 façons innovantes de former à vos nouveaux outils,,Fabien MARCHAND | Pierre BARRIER,Directeur Pédagogique | Directeur Pédagogique,Very Up | Very Up,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-very-up-1
live_session,2026-01-29,13:00,13:20,13:00 – 13:20,Théâtre 2,,,"Piloter une certification : exigences, conformité et réseau de partenaires",,Vincent BARRIER,Directeur,Wedof & CertiPlace,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-septeo-education
live_session,2026-01-29,13:00,13:20,13:00 – 13:20,Théâtre 3,,,Automatiser la gestion administrative de son centre de formation grâce à l’IA,,Barnabé CHAUVIN,CEO,SmartOF,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-smartof
live_session,2026-01-29,13:00,13:20,13:00 – 13:20,Théâtre 4,,,"Comment former, engager et sensibiliser avec le Serious Game ?",,Rémi CALINGAERT,Game Designer,ALBUS FACTORY,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-albus-factory
live_session,2026-01-29,13:30,13:50,13:30 – 13:50,Théâtre 1,,,Quand les sportifs de haut niveau transforment la formation professionnelle,,Clément MESLIN | Sébastien FOUCRAS,CEO et Co-Fondateur | Vice champion Olympique Nagano 98,Edflex | DGA Hopscotch Sport & Co-fondateur Etoiles du Sport,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-edflex
live_session,2026-01-29,13:30,13:50,13:30 – 13:50,Théâtre 2,,,De la migration de vos contenus à la phase de run : simplifiez chaque étape grâce aux agents IA,,Thomas SIMONNET | Romain HENRI,Responsable du développement Commercial | CTO,Apolearn | Apolearn,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-apolearn
live_session,2026-01-29,13:30,13:50,13:30 – 13:50,Théâtre 3,,,Test DLTE : l’outil de mesure du learning impact des équipes formation by ISTF,,Mathilde ISTIN,Directrice,ISTF,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-istf
live_session,2026-01-29,13:30,13:50,13:30 – 13:50,Théâtre 4,,,"Comment l’AI peut améliorer la performance de vos équipes commerciales (Sales, Account Management, Distribution, etc) ?",,Philippe LECERF,CEO,Way2Tech.ai,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-way2techai
conference,2026-01-29,14:00,14:25,14:00 – 14:25,Salle de conférences Berlin,Étude de cas,25 min,Lever les freins du Digital Learning grâce aux Agents IA -retour d'expérience Ginger,Pourquoi tant de projets de digitalisation stagnent-ils malgré les intentions ? Deux obstacles persistent : le manque de ressources et la difficulté à engager durablement les apprenants et collaborate ...,Brice GAILLARD | Nina GOUREVITCH,Cofondateur et Directeur Général | Responsable Projets Pédagogie & Digital Learning,Apolearn | Ginger,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/lever-les-freins-du-digital-learning-gr-ce-aux-agents-ia-retour-dexp%C3%A9rience-ginger
conference,2026-01-29,14:00,14:25,14:00 – 14:25,Salle de conférences Las Vegas,Keynote,25 min,"Comment donner à chacun les moyens de prendre soin de lui, de développer son potentiel et de donner un sens à sa vie grâce à l’IA","L’intelligence artificielle peut devenir un formidable levier d’épanouissement humain. En croisant données scientifiques, psychologie, neurosciences et sciences du comportement, elle permet à chacun d ...",Patrick THILL,Co-founder,Generous.co,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/comment-donner-%C3%A0-chacun-les-moyens-de-prendre-soin-de-lui-de-d%C3%A9velopper-son-potentiel-et-de-donner-un-sens-%C3%A0-sa-vie-gr-ce-%C3%A0-lia
conference,2026-01-29,14:00,14:25,14:00 – 14:25,Salle de conférences Londres,Keynote,25 min,Du salaire au savoir : quand la formation devient le premier levier de rétention.,"Et si la meilleure façon de retenir les talents n’était plus de sortir le chéquier ? Dans un marché du travail en berne, où la mobilité baisse et la croissance faiblit, les RH n’ont plus le luxe de pe ...",Sidonie VIALA,CHRO,360Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/du-salaire-au-savoir-quand-la-formation-devient-le-premier-levier-de-r%C3%A9tention
conference,2026-01-29,14:00,14:25,14:00 – 14:25,Salle de conférences Paris,Keynote,25 min,Learning Tech & IA : vers une expérience d’apprentissage plus intelligente et plus humaine,"Le LMS vit une nouvelle jeunesse.Avec l’arrivée de l’intelligence artificielle et l’intégration des outils de formation dans l’environnement de travail, la formation digitale entre dans une nouvelle è ...",Elodie PRIMO | Ben CLARKE,Fondatrice & CEO - MOS | Chief Innovation Officer,MindOnSite | Hemsley Fraser,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/le-lms-de-lavenir-vers-une-exp%C3%A9rience-dapprentissage-plus-intelligente-et-plus-humaine
conference,2026-01-29,14:30,14:55,14:30 – 14:55,Salle de conférences Berlin,Étude de cas,25 min,Former au sein d’une organisation complexe avec un LMS adapté : Découvrez le retour gagnant d’une grande société d’assurance.,Comment une grande organisation comptant plusieurs directions et départements peut-elle former près de 17 500 agents avec un LMS parfaitement alignée sur sa structure interne ? Une grande société d’as ...,Gwen DENIEUL | Julien TESLER,Dirigeant | Dirigeant,Classilio | Classilio,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/former-au-sein-dune-organisation-complexe-avec-un-lms-adapt%C3%A9-d%C3%A9couvrez-le-retour-gagnant-dune-grande-soci%C3%A9t%C3%A9-dassurance
conference,2026-01-29,14:30,14:55,14:30 – 14:55,Salle de conférences Las Vegas,Étude de cas,25 min,Les neurosciences cognitives au service des LMS,"Dans cette présentation, nous abordons comment les modèles et méthodes issus des neurosciences permettent d’optimiser, à grande échelle, les indicateurs clés d’apprentissage et de mieux répondre aux b ...",Milad EKRAMNIA,Président,EdCortex,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/les-neurosciences-cognitives-au-service-des-lms
conference,2026-01-29,14:30,14:55,14:30 – 14:55,Salle de conférences Londres,Étude de cas,25 min,"Découvrir les techniques multijoueur, en salle et en asynchrone, pour déployer la pairagogie","Laurent présentera les formats apportant tous les bénéfices de l'apprentissage à plusieurs (""social learning""), sans devoir concevoir de nouveaux contenus. Cette conférence abordera aussi comment le ...",Laurent AUNEAU,Président Fondateur,Ludicius,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/learning-success-manager-comment-d%C3%A9ployer-la-pairagogie
conference,2026-01-29,14:30,14:55,14:30 – 14:55,Salle de conférences Paris,Étude de cas,25 min,Réinventer l’expérience apprenant grâce aux agents conversationnels : le cas Groupama,"Et si vos collaborateurs devenaient les héros de leur propre formation ? Groupama l’a fait, en intégrant des roleplays personnalisés pour développer des compétences clés de manière vivante et engagean ...",Raphaël DROISSART | Déborah DI GENNARO,COO & co-fondateur | Responsable Formation,Edflex | Groupama,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/quand-les-agents-conversationnels-r%C3%A9volutionnent-la-formation-lexp%C3%A9rience-groupama
conference,2026-01-29,15:00,15:25,15:00 – 15:25,Salle de conférences Berlin,Étude de cas,25 min,Avatarisez vos VP avec BlendGen pour doubler l’engagement de vos apprenants - retour d'expérience de Lagardère Travel Retail,Découvrez comment Lagardère Travel Retail a utilisé BlendGen dans sa formation aux achats responsables pour avatariser leur VP. Résultats : un message incarné de la direction dans chaque langue locale ...,Gaëlle ORTEGA | Nathalie PINEAU,Responsible Offer Project Manager (XBL) | Ingénieure Pédagogique – Chargée de projet,Lagardère Travel Retail | Kwark,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/avatarisez-vos-vp-avec-blendgen-pour-doubler-lengagement-de-vos-apprenants-retour-dexp%C3%A9rience-de-lagard%C3%A8re-travel-retail
conference,2026-01-29,15:00,15:25,15:00 – 15:25,Salle de conférences Las Vegas,Étude de cas,25 min,Le management par la compétence à l’ère de l’IA,"Le mythe de la “preuve parfaite” par le ROI “pur” est encore trop présent : Promettre une causalité nette, c’est souvent décevoir. Le vrai levier réside dans un design des formations mesurable. Les pr ...",Hela ATMANI,CEO & Co-fondatrice,Palm (Palmhr.ai),https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/le-management-par-la-comp%C3%A9tence-%C3%A0-l%C3%A8re-de-lia
conference,2026-01-29,15:00,15:25,15:00 – 15:25,Salle de conférences Londres,Étude de cas,25 min,Innover pour engager les équipes dans votre culture de développement durable chez Total Énergies,Altissima et TotalEnergies ont créé un parcours e-learning innovant et mobil-first pour embarquer l’ensemble de la population de la Compagnie à promouvoir et à intégrer des attitudes collectives prior ...,Bérengère LANGLOIS | Mathilde FOURQUET,Directrice Pôle Formation | Learning Manager,Altissima | TotalEnergies,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/totalenergies-comment-innover-pour-engager-les-%C3%A9quipes-dans-votre-cuture-de-d%C3%A9veloppement-durable
conference,2026-01-29,15:00,15:25,15:00 – 15:25,Salle de conférences Paris,Étude de cas,25 min,Micro-certification : la brique digitale qui propulse votre stratégie compétences,,Jérôme BRUET,CEO,Procertif,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/micro-certification-la-brique-digitale-qui-propulse-votre-strat%C3%A9gie-comp%C3%A9tences
live_session,2026-01-29,15:00,15:20,15:00 – 15:20,Théâtre 1,,,Le débrief express du marché: 6 tendances Learning au-delà de la hype,,Cora BEGHIN | Aurélie BESNARD | Nathalie JOST | Caroline ROUIL,VP Learning and Development | Directrice Développement Professionnel | Global Talent Development Director | Head of Learning & Development,Sage | AG2R La Mondiale | Geodis | Allianz,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-kokoroe
live_session,2026-01-29,15:00,15:20,15:00 – 15:20,Théâtre 2,,,"From Language to Impact : Speexx, la plateforme qui développe les compétences qui comptent",,Stéphanie DELAHAYE ROUSSEAU,Head of Sales France,Speexx,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-speexx-2
live_session,2026-01-29,15:00,15:20,15:00 – 15:20,Théâtre 3,,,"L'IA au service de la production vidéo : ce qui fonctionne aujourd'hui, ce qui fonctionnera demain…",,Damien BRUYNDONCKX,Formateur Recommandé TechSmith et expert en eLearning,TECHSMITH,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-techsmith-1
live_session,2026-01-29,15:00,15:20,15:00 – 15:20,Théâtre 4,,,"La formation réinventée : La puissance de l'immersif pour l'Education et les RH, avec HTC Vive & D'un Seul Geste",,,,,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-dun-seul-geste
conference,2026-01-29,15:30,15:55,15:30 – 15:55,Salle de conférences Londres,Étude de cas,25 min,Du script au box-office : comment UGC fait vivre sa culture apprenante,"Silence, on apprend ! Et si le développement des compétences se racontait comme un film à succès ? Dans ce retour d'expérience, Callimedia et UGC lèvent le rideau sur les coulisses d’une aventure ambi ...",Adrien SAOUT | Pierre FABBRI | Yasmina JOUNI,Responsable Formation | Account Executive / Chargé d’Affaires | Account Executive,UGC | Callimedia | Callimedia,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/global-sentiment-survey-2026-what-future-does-ld-have-in-an-ai-world
live_session,2026-01-29,15:30,15:50,15:30 – 15:50,Théâtre 1,,,Créez et localisez plus vite avec une IA au service des concepteurs,,Allison LAMOTTE,"Rédactrice en chef, Messaging Design",Articulate,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-distrisoft
live_session,2026-01-29,15:30,15:50,15:30 – 15:50,Théâtre 2,,,La technologie va plus vite que les formateurs : Comment convertir le décalage en opportunité ?,,Florian LARBALESTIER | Rania ZOUAGHI,Directeur du pôle Ingénierie pédagogique | Ingénieure pédagogique,Kwark | Kwark,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-kwark-1
live_session,2026-01-29,15:30,15:50,15:30 – 15:50,Théâtre 3,,,L’IA dans la formation : 20 minutes pour transformer une urgence terrain en formation concrète,,Aurélie HAUMAÎTRE,Senior Product Marketing Manager,BEEDEEZ,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-beedeez
live_session,2026-01-29,15:30,15:50,15:30 – 15:50,Théâtre 4,,,IA en entreprise : pourquoi moins de 30% des organisations réussissent l’adoption ?,,Clément TEYTAUT,Head of Sales,MENDO,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-power-sessions/session-tbc-sponsoris%C3%A9e-par-mendo
